Id,Date,SleepLevel_1,SleepLevel_2,SleepLevel_3
1503960366,2016-04-12,0.9450867052023122,0.03757225433526012,0.017341040462427744
1503960366,2016-04-13,0.9434889434889435,0.02702702702702703,0.029484029484029485
1503960366,2016-04-15,0.9321266968325792,0.049773755656108594,0.01809954751131222
1503960366,2016-04-16,0.93,0.05,0.02
1503960366,2016-04-17,0.9837997054491899,0.016200294550810016,0.0
1503960366,2016-04-19,0.95,0.05,0.0
1503960366,2016-04-20,0.9549071618037135,0.03713527851458886,0.007957559681697613
1503960366,2016-04-21,0.8928571428571429,0.0989010989010989,0.008241758241758242
1503960366,2016-04-23,0.9401041666666666,0.057291666666666664,0.0026041666666666665
1503960366,2016-04-24,0.9576837416481069,0.042316258351893093,0.0
1503960366,2016-04-25,0.8575851393188855,0.1238390092879257,0.018575851393188854
1503960366,2016-04-26,0.8941605839416058,0.0948905109489051,0.010948905109489052
1503960366,2016-04-28,0.9312977099236641,0.06615776081424936,0.002544529262086514
1503960366,2016-04-29,0.963276836158192,0.03672316384180791,0.0
1503960366,2016-04-30,0.9505882352941176,0.047058823529411764,0.002352941176470588
1503960366,2016-05-01,0.9318181818181818,0.05555555555555555,0.012626262626262626
1503960366,2016-05-02,0.8964401294498382,0.08414239482200647,0.019417475728155338
1503960366,2016-05-03,0.9222972972972973,0.06756756756756757,0.010135135135135136
1503960366,2016-05-05,0.9356060606060606,0.06060606060606061,0.003787878787878788
1503960366,2016-05-06,0.9100817438692098,0.08446866485013624,0.005449591280653951
1503960366,2016-05-07,0.9484240687679083,0.045845272206303724,0.0057306590257879654
1503960366,2016-05-08,0.972176759410802,0.02618657937806874,0.0016366612111292963
1503960366,2016-05-09,0.9883040935672515,0.011695906432748537,0.0
1503960366,2016-05-10,0.9503722084367245,0.04714640198511166,0.0024813895781637717
1503960366,2016-05-11,0.9313725490196079,0.06862745098039216,0.0
1644430081,2016-04-29,0.937007874015748,0.06299212598425197,0.0
1644430081,2016-04-30,0.8732394366197183,0.1056338028169014,0.02112676056338028
1644430081,2016-05-01,0.5403899721448467,0.10027855153203342,0.3593314763231198
1644430081,2016-05-02,1.0,0.0,0.0
1644430081,2016-05-08,0.8896103896103896,0.09090909090909091,0.01948051948051948
1844505072,2016-04-14,0.0,0.7678571428571429,0.23214285714285715
1844505072,2016-04-15,0.8738127544097694,0.0773405698778833,0.048846675712347354
1844505072,2016-04-29,0.0,0.7477477477477478,0.25225225225225223
